,Datetime,Text,Username,Geolocation
0,2019-10-27 20:04:31+00:00,Listening to The Art of Remembering by @bridgetminamore. The bit where she's in Bristol with @Vanessa_Kisuule under the Colston statue makes me sick. I'm not even black and the city's slavery fetishism is one of the reasons I left right after uni. ,cynthiadotorg,
1,2019-10-16 08:00:31+00:00,"Yes Gandhi was flawed, but he was a man whose achievement should be remembered. It's like Colston in Bristol, built half the city on the profits of slave trade, deserves a statue if only to make one think.",mbooton,
2,2019-10-12 19:12:51+00:00,"Robinson's 'Shocking history of Bristol' prepared me for this years ago. I personally wouldn't erase Colston (remove statue - yes) because his name should be synonymous with the sad sobering facts, i.e. we should be ashamed of his name #historictowns @theAliceRoberts @Channel4",irelandcj,
3,2019-10-11 12:13:18+00:00,"Penny Cartwright blogs about the Colston statue, Bristol, memorials, 'dark tourism"" and more in anticipation of our events at Festival of the Future City 16-18 October: ",FestivalofIdeas,
4,2019-10-08 15:20:36+00:00,"Bristol having a massive statue of Edward Colston, a literal slave trader, is so .... Bristol",_sashapau,
5,2019-10-07 09:27:13+00:00,Dr. Mellinger is pleased to announce times and locations for #Bristol during #FutureCity19 on 17 Oct: 10:30-12:30 College Green 13:00-15:00 Broadmead by Union St 16:00-18:00 Between war memorial and Colston statue Book at the website. @FestivalofIdeas https://citypsychiatrist.org,citypsychiatrst,
6,2019-09-27 06:13:14+00:00,This is very sad. The bear was a symbol for our time and loved in the way a Colston statue never will be. I’m concerned about blandifying Bristol in our pursuit of regeneration and blaming artists for social problems. I hope you find a fantastic new home Ursa. ,Illuminatekat,
7,2019-09-26 10:43:12+00:00,"@CllrAsherCraig @MarvinJRees when is Colston statue due for removal? Also, I would quite like one of the golden unicorns on top of the council house, will they be removed anytime soon and will they be auctioned off to the highest bidder at all?",PSaville4Mayor,
8,2019-09-26 10:20:44+00:00,Ain’t one for deleting history but it is telling that a statue of a bear is removed from Bristol before that of Slaver Colston. Cultural vandalism.,BrisCityHall,
9,2019-09-26 10:13:23+00:00,For Colston’s Statue — completely agree. ,stillawake,
10,2019-09-26 10:12:15+00:00,But the statue of slave trader Edward Colston still stands... Hmm... ,owainastles,
11,2019-09-26 10:10:49+00:00,"Colston's statue is still polluting the centre, I presume?",wood5y,
12,2019-09-16 15:43:58+00:00,Dr Mellinger is en route. Almost there. Find Dr M somewhere near the statue of Colston. Not too near... ,citypsychiatrst,
13,2019-08-24 05:33:16+00:00,Fine writer Louise Welsh - @louisewelsh00 - on what Glasgow is doing. What’s happened to the new plaque for the Colston Statue in the centre of Bristol? #futurecity19,FestivalofIdeas,
14,2019-06-22 14:54:35+00:00,Bristolian friends: do you know the name of the group or artist who did this intervention at Colston's statue last year? #slaveryarchive #Urgent,analuciaraujo_,
15,2019-06-03 09:06:37+00:00,It would be interesting to get them thinking about when each bit was created as a memorial. eg Colston statue being erected at end of 19th c. What can it tell us about how our collective memory of this topic has changed?,MrsThorne,
16,2019-05-26 21:05:32+00:00,"Watched @theAliceRoberts on Georgian Bristol. Brilliant documentary and good balance of the subjects. Reminded me of the additions to the Edward Colston statue below, sadly since cleared away. https://www.channel4.com/tv-guide/2019/05/25",dangusset,
17,2019-05-10 14:33:14+00:00,College Green and the Statue of Edward Colston are prime adult skateboard locations if you need to tick them off your bucket list. Oowee on Baldwin St does some top vegan burgers. Swoon on the bottom of Park St does A+ ice cream.,GameofThrowIns,
18,2019-05-08 18:38:27+00:00,"There's a difference between an artefact like a bell, and a statue for a white supremacist like, say, Jefferson Davis or a human trafficker like Edward Colston. One is an artefact with a dark past, the other a symbol that represents the worst of humanity.",mbarcia24,
19,2019-05-02 12:43:54+00:00,.@UKLabour spokesman: “It’s not that [@jeremycorbyn] didn’t notice those things. He regarded it as a book of its time..&amp; the language is of that era”. Slave Trading is also of its era. Does he then oppose the renaming of the Codrington library or the removal of Colston’s statue?,SAs115thDream,
20,2019-04-24 10:07:01+00:00,"Kudos to Bristol City Council for allowing the modern slavery memorial at the foot of the Colston statue to deteriorate in public - whether or not the disintegration is intentional, it's now an integral part of the work and speaks volumes about where we are now as a city. ",Seth_Cooke,
21,2019-04-18 09:36:21+00:00,Walking through #Bristol yesterday and jolted once again as I passed the Edward Colston (Slave Trader) statue now juxtaposed with the remains of an installation piece highlighting that slavery in its modern form still continues today in the city. #modernslavery #HumanTrafficking,andyw1,
22,2019-04-01 19:54:17+00:00,"Hats of to them! They removed Colston statue &amp; replaced it with (Ursa) better known as the Bearpit bear, a piece of public art that has become a much-loved symbol of Bristol. Ursa, made by artist Jamie Gillman in 2013. Or April Fool? https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/?utm_source=Bristol24%2F7&amp;utm_campaign=f8fe83c25e-bristol247_newsletter-01.04.19&amp;utm_medium=email&amp;utm_term=0_67a9a4e1bd-f8fe83c25e-38712545",asaadals,
23,2019-04-01 19:46:28+00:00,Thieves remove Colston statue from city centre https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,theoldpaper,
24,2019-04-01 13:23:56+00:00,Thieves remove Colston statue from city centre https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,melaniecook888,
25,2019-04-01 12:47:51+00:00,https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/ A nationwide hunt is underway for Bristol’s infamous statue of Edward Colston... ,ChrisChalkley,
26,2019-04-01 12:46:45+00:00,A nationwide hunt is underway for Bristol’s infamous statue of Edward Colston after it was sensationally removed in a daring overnight heist. https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,PRStokesCroft,
27,2019-04-01 12:05:10+00:00,"Bristol UKInfo TwtTimes | New Top story: Thieves remove Colston statue from city centre https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/, see more http://tweetedtimes.com/Bristol_UK_Info?s=tnp",Bristol_UK_Info,
28,2019-04-01 11:26:12+00:00,I freaking love #Bristol Thieves remove Colston statue from city centre https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,bristolren,
29,2019-04-01 10:15:58+00:00,"Perhaps they'll find Edward Colston's missing statue while they're swimming around, just like the one in Peter Pan found Captain Hook... ",Showofstrength,
30,2019-04-01 09:04:20+00:00,Thieves remove Colston statue from city centre https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,AdamWoodClan,
31,2019-04-01 07:41:33+00:00,Statue of slave-trader Colston has been removed from its plinth in central Bristol https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,theAliceRoberts,
32,2019-04-01 07:13:06+00:00,"Brought a smile and made a point. My primary school was named after Colston, a vicious slavetrader, and has changed its name. Bristol seriously lags Liverpool in addressing its slaving past. I'd keep the statue but with a memorial to the enslaved facing it ",StephenWhq,
33,2019-04-01 06:31:31+00:00,Nice one! Thieves remove Colston statue from city centre https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,kevinjamesriley,
34,2019-04-01 06:02:43+00:00,Thieves remove Colston statue from city centre &gt; we wish https://www.bristol247.com/news-and-features/news/thieves-remove-colston-statue-from-city-centre/,martiburgess,
35,2019-03-31 16:04:29+00:00,"Set in bronze the statue of Edward Colston leans pensively on his stick. Around the base of the pedestal, clay figurines illustrate slave treatment and the menial tasks they perform during their lives. Still controversial this benefactor and slaver and the music venue the cont: ",kitb_fps,
36,2019-03-30 18:34:01+00:00,Remains of an art protest - linking statue of slave-trader Edward Colston with modern-day slavery #bristol,sbrackenborough,
37,2019-03-28 14:00:06+00:00,The manner in which two prominent Bristolians have behaved recently in relation to the reworded Colston statue plaque make me (despite the fact I am not a Bristolian myself) distinctly nauseous. You can read the story so far here: https://www.brh.org.uk/site/articles/the-edward-colston-corrective-plaque/,RobinWhitlock66,
38,2019-03-26 16:44:49+00:00,100 human figures placed in front of Colston statue in city centre https://www.bristolpost.co.uk/news/bristol-news/100-human-figures-placed-front-2122990?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=sharebar,eddiesurfs,
39,2019-03-26 14:58:41+00:00,Colston statue row continues … #BristolLawHistory,gcseabourne,
40,2019-03-25 12:58:09+00:00,Second Colston statue plaque not axed and will still happen but mayor steps in to order a re-write http://dlvr.it/R1VqDc #bristolnews #bristol,BristolBizz,
41,2019-03-25 12:48:37+00:00,"The proposal for a second plaque for the statue of Edward Colston has NOT been 'axed' or 'scrapped', and WILL happen, @BristolCouncil have confirmed. (Just not the plaque that the Merchant Venturers want, that's all) #Bristol @CounterColston",TristanCorkPost,
42,2019-03-25 10:45:54+00:00,"Brilliant article here from Roger Ball of @BrisRadHis on the #EdwardColston statue PLAQUE WARS that exposes the bigotry, racism &amp; exploitative history of both Colston &amp; the Society of Merchant Venturers in #Bristol. Do read it - https://www.brh.org.uk/site/articles/the-edward-colston-corrective-plaque/",Alt_Bristol_,
43,2019-03-25 10:11:42+00:00,I have set up a consultation prior to the consultation about the consultation of the Colston statue plaque wording consultation.,marvins_beard,
44,2019-03-25 09:16:58+00:00,Slaver Colston's statue should be removed to a museum where the source of his wealth and his philanthropic bigotry can be properly explained without Merchant Venturer interference ,wood5y,
45,2019-03-25 09:13:57+00:00,Local councillor on the Colston statue #futurecity19.,FestivalofIdeas,
46,2019-03-25 09:01:45+00:00,"This statue is in my ward, it currently tells a one sided version of history, new plaque is solely an exercise in correction &amp; balance, it should be written by historians not soc merchant venturers Row over plaque to Bristol slave trader Edward Colston https://www.bbc.com/news/uk-england-bristol-47670756",bristolpaul,
47,2019-03-24 19:27:56+00:00,"EXC 1/2: @MarvinJRees scraps plaque (after months of wrangling) meant for Colston statue to highlight his role in the slave trade. Merchant Venturers, who had been working on the wording call the decision “baffling”. Exactly what the plaque says has changed several times....... ",SimsonPete,
48,2019-03-24 09:48:13+00:00,PLAQUE ATTACKED: https://thebristolian.net/2019/03/22/plaque-attacked/ &lt;&lt;the council hired historian Dr Madge Dresser to work with young people to produce a second 'corrective' plaque for the Colston statue ,bristol_citizen,
49,2019-03-22 18:20:13+00:00,"PLAQUE ATTACKED: https://thebristolian.net/2019/03/22/plaque-attacked/ &lt;&lt;Efforts to add a so-called ‘corrective plaque’ to Edward Colston’s statue on the Centre have descended into farce thanks to INTERFERENCE from our local bat shit crazy rich mans’ club, the SOCIETY OF MERCHANT VENTURERS ",bristol_citizen,
50,2019-03-07 15:27:46+00:00,Depiction of modern slavery around the statue of Edward Colston in Bristol. Four photos. https://www.instagram.com/p/Butkyx5nd41/?utm_source=ig_twitter_share&amp;igshid=1pendp1cigp1c,panistroglodyte,
51,2019-03-04 15:00:11+00:00,"...thought for now illustrates how hard it can be to get right. In Bristol there has been a debate about Edward Colston and his name being used for a performance hall, Schools, roads and so on. Also, should his statue still stand in the city centre? Vital to think this through.",julian_selman,
52,2019-02-24 13:10:03+00:00,"The founder of MANDEM, Elias Williams takes a look at identity politics, the #thebestmencanget #GilleteAd and Bristol's controversial Edward Colston statue ",TheBristolCable,
53,2019-02-21 11:39:40+00:00,Edward #Colston statue in Bristol. A man whose influence was built on the backs on enslaved ppls. His commemoration here shares similarities with #Cornwallis &amp; #Macdonald in #Canada #cdnhist #phantoms19,tpcanoe,
54,2019-02-21 11:31:34+00:00,"Colston statue transformed by guerrilla art, new layers of meaning, memory #Phantoms19 @OlivetteOtele @walknowlive @CounterColston @HuronResearch @huronatwestern",ninareidm,
55,2019-02-16 18:18:01+00:00,"There is an uproar regarding this, however Colston’s Statue in Bristol is constantly under protest and one of Margaret Thatcher was almost not erected due to fears of vandals. The radical left need to make up their minds. ",ZebraUK_,
56,2019-02-15 12:00:32+00:00,"This school in Bristol has decided to rename on if it's houses to shirk-off its slave-based past. Should the statue of Edward Colston in Bristol also be removed? Labour's @ThangamMP thinks so, while Conservative @ClaireHiscott disagrees",NEBeep,
57,2019-02-13 17:36:43+00:00,"At the feet of the Colston statue in #Bristol an artist lays out some representations of modern day slavery: nail salon workers, farm workers etc.",brianscoyle,
58,2019-02-12 08:58:09+00:00,I’d not seen this before. At the base of slave trader Colston’s statue ,crookedfootball,
59,2019-02-10 11:30:41+00:00,Does anyone know what's happening with the proposed new plaque on the Colston statue? (This may be a tip),bristol_citizen,
60,2019-02-06 17:14:23+00:00,Does anyone know who did the intervention around #Colston statue in Bristol? @WeirdBristol @BristolWeird @Boyle123G @bristolarchives @MansonMike,RuthHecht,
61,2019-02-06 09:02:55+00:00,"In Bristol, we send our love to the #Stansted15 awaiting sentencing today. We gather next to the statue of slave-trader Colston to oppose the British government's racist policies; from slavery to the hostile environment. @EDeportations @lgsmigrants",BrisRisingTide,
62,2019-02-06 07:00:10+00:00,"This morning at 8am this is happening - BRISTOL #STANSTED15 SENTENCING SOLIDARITY! Wear something pink. Meet at the statue of Edward Colston, Bristol’s most celebrates slave trader. More info in link below: http://ow.ly/uiQE30nB1K8 #peacefulprotest",AidBoxCommunity,
63,2019-02-04 09:34:49+00:00,Bristol solidarity with the #Stansted15 facing sentencing this Wednesday. 8am by the statue of Edward Colston near the fountains. https://www.facebook.com/events/561150621070372/ #EndDeportations,BrisRisingTide,
64,2019-01-24 16:57:09+00:00,There's a text collage panel in Triangular Trade that contrasts the failed online crowdfunding of Bristol's slavery monument with the failed pre-internet crowdfunding of the Colston statue.,Seth_Cooke,
65,2019-01-17 23:35:56+00:00,Thinking how interesting conflations between the living and the dead always recur within depictions of slavery: 100 human figures placed in front of Colston statue in city centre https://www.bristolpost.co.uk/news/bristol-news/100-human-figures-placed-front-2122990?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=sharebar,ngbodies,
66,2019-01-15 08:33:16+00:00,"Powerful installation of 100 human figures at Colston statue links Bristol's dark past with modern slavery: Nail bar worker. Sex worker. Car wash attendant. Domestic servant. Fruit picker. Kitchen worker. Farm worker. ""It's happening here and now."" ",lucyctalbot,
67,2019-01-13 13:55:01+00:00,"Bristol: Cathedral (which is tremendous inside), Edmund Burke, Edward Colston, monument to modern slavery around the base of the Colston statue, Exploration Monument, Queen’s Square with… https://www.instagram.com/p/Bsk8CbMALJ5/?utm_source=ig_twitter_share&amp;igshid=liqokxnnwmq2",REMewett,
68,2019-01-08 20:28:50+00:00,Bristol's Colston statue is now pointing at modern day slavery. ,DoreenPastor1,
69,2019-01-05 12:45:19+00:00,The incredibly powerful and poignant intervention at the Colston Statue in Bristol #contestedheritage @HE_SouthWest @CounterColston @ColonialCountr1 @DavidOlusoga,JDaviesHeritage,
